open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades
2018-04-14 00:00:00+00:00,125.28,129.71,124.0,126.4,77108.42942,2018-04-14 23:59:59.999000+00:00,9769310.9978311,138315
2018-04-15 00:00:00+00:00,126.4,132.99,126.4,132.45,61105.32594,2018-04-15 23:59:59.999000+00:00,7961965.4857982,18549
2018-04-16 00:00:00+00:00,132.45,133.49,124.88,128.96,86544.7505,2018-04-16 23:59:59.999000+00:00,11079471.4220603,21422
2018-04-17 00:00:00+00:00,128.76,140.5,128.73,132.09,165601.88021,2018-04-17 23:59:59.999000+00:00,22412227.673706,42354
2018-04-18 00:00:00+00:00,132.1,141.43,131.5,140.36,100942.78845,2018-04-18 23:59:59.999000+00:00,13851175.1481397,26882
2018-04-19 00:00:00+00:00,140.36,147.48,138.51,146.71,97431.94319,2018-04-19 23:59:59.999000+00:00,13912412.5567414,28013
2018-04-20 00:00:00+00:00,146.5,156.49,142.62,155.71,139102.83366,2018-04-20 23:59:59.999000+00:00,20855523.2936825,40989
2018-04-21 00:00:00+00:00,155.5,156.94,139.8,148.4,150940.43752,2018-04-21 23:59:59.999000+00:00,22447754.9033859,45250
2018-04-22 00:00:00+00:00,148.38,153.14,144.26,146.38,84286.7952,2018-04-22 23:59:59.999000+00:00,12575028.7297887,27696
2018-04-23 00:00:00+00:00,146.38,153.67,145.8,152.56,73891.75771,2018-04-23 23:59:59.999000+00:00,11150207.8126644,22972
2018-04-24 00:00:00+00:00,152.57,166.29,152.44,164.78,172718.06809,2018-04-24 23:59:59.999000+00:00,27854951.3786353,45827
2018-04-25 00:00:00+00:00,164.23,164.79,141.85,144.75,192757.19523,2018-04-25 23:59:59.999000+00:00,29132512.5484067,55270
2018-04-26 00:00:00+00:00,144.74,154.84,142.0,153.19,98478.86456,2018-04-26 23:59:59.999000+00:00,14546459.9503014,26019
2018-04-27 00:00:00+00:00,153.19,153.8,144.44,144.9,95174.33853,2018-04-27 23:59:59.999000+00:00,14304916.6332068,27583
2018-04-28 00:00:00+00:00,145.66,153.74,144.49,152.1,80642.67696,2018-04-28 23:59:59.999000+00:00,12143970.520831,26844
2018-04-29 00:00:00+00:00,151.89,156.87,148.0,153.5,93443.5302,2018-04-29 23:59:59.999000+00:00,14243367.2391579,30197
2018-04-30 00:00:00+00:00,153.51,154.9,147.0,148.37,92445.57179,2018-04-30 23:59:59.999000+00:00,13941608.9401959,27153
2018-05-01 00:00:00+00:00,148.36,148.89,142.44,148.29,88367.51511,2018-05-01 23:59:59.999000+00:00,12837335.3636292,25648
2018-05-02 00:00:00+00:00,148.28,153.76,146.21,151.58,76486.25106,2018-05-02 23:59:59.999000+00:00,11423470.3660189,23551
2018-05-03 00:00:00+00:00,151.58,165.04,150.0,161.38,190732.67746,2018-05-03 23:59:59.999000+00:00,30112567.145561,52984
2018-05-04 00:00:00+00:00,161.17,172.1,157.1,169.44,175174.34128,2018-05-04 23:59:59.999000+00:00,28741709.5411218,39748
2018-05-05 00:00:00+00:00,169.2,184.67,168.13,179.04,226947.81755,2018-05-05 23:59:59.999000+00:00,40162226.1897107,56655
2018-05-06 00:00:00+00:00,178.86,184.98,164.8,172.32,198191.57381,2018-05-06 23:59:59.999000+00:00,34339687.6789242,48936
2018-05-07 00:00:00+00:00,172.1,172.81,157.3,164.59,170523.83579,2018-05-07 23:59:59.999000+00:00,27962061.8886187,41948
2018-05-08 00:00:00+00:00,164.52,168.66,155.05,158.89,113315.93625,2018-05-08 23:59:59.999000+00:00,18364526.2249747,28380
2018-05-09 00:00:00+00:00,159.0,160.32,150.0,156.72,96837.57036,2018-05-09 23:59:59.999000+00:00,15104252.6264625,26399
2018-05-10 00:00:00+00:00,156.75,160.9,147.22,148.16,87015.41914,2018-05-10 23:59:59.999000+00:00,13514823.4659391,24845
2018-05-11 00:00:00+00:00,148.11,148.5,132.97,136.32,147425.60375,2018-05-11 23:59:59.999000+00:00,20808982.5812941,40640
2018-05-12 00:00:00+00:00,136.32,144.47,130.32,141.57,91975.31387,2018-05-12 23:59:59.999000+00:00,12746995.4956026,31887
2018-05-13 00:00:00+00:00,141.43,146.89,136.1,144.24,89476.86723,2018-05-13 23:59:59.999000+00:00,12691439.0502664,26102
2018-05-14 00:00:00+00:00,144.19,152.95,134.19,147.42,171489.17098,2018-05-14 23:59:59.999000+00:00,24597937.5000752,47336
2018-05-15 00:00:00+00:00,147.1,149.67,136.91,139.35,105112.90271,2018-05-15 23:59:59.999000+00:00,15094108.7820616,33164
2018-05-16 00:00:00+00:00,139.34,140.86,133.5,138.92,70852.18798,2018-05-16 23:59:59.999000+00:00,9700453.2934643,24269
2018-05-17 00:00:00+00:00,138.91,141.5,131.0,132.31,58209.5848,2018-05-17 23:59:59.999000+00:00,7947073.0172865,19831
2018-05-18 00:00:00+00:00,132.07,137.49,128.0,135.95,66556.79304,2018-05-18 23:59:59.999000+00:00,8827432.3250056,20413
2018-05-19 00:00:00+00:00,135.95,137.77,132.6,134.95,37830.56861,2018-05-19 23:59:59.999000+00:00,5116578.0908463,14468
2018-05-20 00:00:00+00:00,134.89,141.0,132.5,139.64,47003.82267,2018-05-20 23:59:59.999000+00:00,6479741.684577,17436
2018-05-21 00:00:00+00:00,139.63,140.25,133.43,134.25,43516.2189,2018-05-21 23:59:59.999000+00:00,5933499.3017232,15840
2018-05-22 00:00:00+00:00,134.25,136.25,127.31,127.89,41745.53907,2018-05-22 23:59:59.999000+00:00,5488322.5817258,17588
2018-05-23 00:00:00+00:00,127.9,129.35,115.83,118.37,107080.51483,2018-05-23 23:59:59.999000+00:00,13059496.1883638,30022
2018-05-24 00:00:00+00:00,118.29,124.85,114.7,122.58,79220.48706,2018-05-24 23:59:59.999000+00:00,9517575.3548192,24953
2018-05-25 00:00:00+00:00,122.65,124.58,116.63,118.87,98242.40331,2018-05-25 23:59:59.999000+00:00,11733268.4752952,24159
2018-05-26 00:00:00+00:00,118.78,122.46,117.18,118.45,121594.2696,2018-05-26 23:59:59.999000+00:00,14597965.932781,23328
2018-05-27 00:00:00+00:00,118.35,119.0,116.58,117.71,119072.15578,2018-05-27 23:59:59.999000+00:00,13992547.5463088,21705
2018-05-28 00:00:00+00:00,117.72,118.97,110.0,110.82,75142.06687,2018-05-28 23:59:59.999000+00:00,8624420.8184044,21684
2018-05-29 00:00:00+00:00,110.66,122.71,109.41,119.28,70835.89135,2018-05-29 23:59:59.999000+00:00,8344414.0791855,19151
2018-05-30 00:00:00+00:00,119.52,122.73,114.69,117.18,47541.06432,2018-05-30 23:59:59.999000+00:00,5657430.3361023,15293
2018-05-31 00:00:00+00:00,117.18,121.01,116.04,118.25,55831.28616,2018-05-31 23:59:59.999000+00:00,6646626.5351379,15845
2018-06-01 00:00:00+00:00,118.25,120.4,116.62,120.19,51605.41534,2018-06-01 23:59:59.999000+00:00,6128372.2864044,12473
2018-06-02 00:00:00+00:00,120.19,124.5,118.66,123.44,45059.33298,2018-06-02 23:59:59.999000+00:00,5504755.4425296,14573
2018-06-03 00:00:00+00:00,123.44,127.98,122.23,125.33,52884.48398,2018-06-03 23:59:59.999000+00:00,6636628.9044011,18072
2018-06-04 00:00:00+00:00,125.07,127.01,118.0,119.77,59686.2455,2018-06-04 23:59:59.999000+00:00,7227010.0950593,16492
2018-06-05 00:00:00+00:00,119.77,122.6,115.77,122.18,48879.6275,2018-06-05 23:59:59.999000+00:00,5823546.8693892,16679
2018-06-06 00:00:00+00:00,122.2,122.94,118.0,121.61,36817.66091,2018-06-06 23:59:59.999000+00:00,4450435.1276919,13302
2018-06-07 00:00:00+00:00,121.63,123.84,119.4,121.54,39573.29608,2018-06-07 23:59:59.999000+00:00,4812926.9252882,15223
2018-06-08 00:00:00+00:00,121.56,122.18,118.04,119.68,28982.19754,2018-06-08 23:59:59.999000+00:00,3468451.5544842,10223
2018-06-09 00:00:00+00:00,119.9,120.93,116.7,117.4,17060.66336,2018-06-09 23:59:59.999000+00:00,2035221.8030919,8081
2018-06-10 00:00:00+00:00,117.25,117.47,102.75,106.48,88683.19352,2018-06-10 23:59:59.999000+00:00,9692900.3365471,26149
2018-06-11 00:00:00+00:00,106.5,108.42,102.7,107.2,56836.22735,2018-06-11 23:59:59.999000+00:00,6006747.920507,18424
2018-06-12 00:00:00+00:00,107.2,107.86,94.05,99.68,73444.59887,2018-06-12 23:59:59.999000+00:00,7540691.1212508,20716
2018-06-13 00:00:00+00:00,99.68,100.45,86.71,93.37,168148.05693,2018-06-13 23:59:59.999000+00:00,15894051.7971939,34592
2018-06-14 00:00:00+00:00,93.4,102.87,91.65,100.88,177889.85806,2018-06-14 23:59:59.999000+00:00,17309706.9493822,36543
2018-06-15 00:00:00+00:00,100.89,100.98,94.49,95.5,155895.24619,2018-06-15 23:59:59.999000+00:00,15253287.6609214,29482
2018-06-16 00:00:00+00:00,95.5,97.58,92.68,96.66,130013.99526,2018-06-16 23:59:59.999000+00:00,12447952.5384872,25038
2018-06-17 00:00:00+00:00,96.65,98.2,94.51,94.95,119733.09263,2018-06-17 23:59:59.999000+00:00,11542696.5672782,24087
2018-06-18 00:00:00+00:00,94.95,99.88,92.89,98.7,161804.46253,2018-06-18 23:59:59.999000+00:00,15517726.7643408,31156
2018-06-19 00:00:00+00:00,98.79,120.0,96.91,98.67,130065.51125,2018-06-19 23:59:59.999000+00:00,12839843.2750858,28856
2018-06-20 00:00:00+00:00,98.67,99.13,95.21,97.72,141985.64173,2018-06-20 23:59:59.999000+00:00,13782651.3579555,28109
2018-06-21 00:00:00+00:00,97.72,99.3,96.0,96.72,137564.825,2018-06-21 23:59:59.999000+00:00,13359242.491736,27061
2018-06-22 00:00:00+00:00,96.74,96.87,80.02,84.8,232108.91398,2018-06-22 23:59:59.999000+00:00,20336007.6290002,49836
2018-06-23 00:00:00+00:00,84.75,86.77,81.31,82.73,165849.75562,2018-06-23 23:59:59.999000+00:00,13847070.9212274,33337
2018-06-24 00:00:00+00:00,82.76,83.63,73.22,80.37,250304.81918,2018-06-24 23:59:59.999000+00:00,19659622.6025612,51231
2018-06-25 00:00:00+00:00,80.46,84.38,78.55,81.48,164736.37327,2018-06-25 23:59:59.999000+00:00,13384187.7377008,34791
2018-06-26 00:00:00+00:00,81.48,81.99,75.0,75.54,118123.18034,2018-06-26 23:59:59.999000+00:00,9353924.3990311,20213
2018-06-27 00:00:00+00:00,75.63,81.75,74.87,80.6,139175.33409,2018-06-27 23:59:59.999000+00:00,10907247.0625975,25034
2018-06-28 00:00:00+00:00,80.71,81.43,73.89,74.05,179829.06566,2018-06-28 23:59:59.999000+00:00,14111508.6826739,29603
2018-06-29 00:00:00+00:00,74.24,80.79,72.15,78.94,182184.86448,2018-06-29 23:59:59.999000+00:00,13628167.3719328,31677
2018-06-30 00:00:00+00:00,78.94,84.59,78.84,81.33,170407.29923,2018-06-30 23:59:59.999000+00:00,13873276.6907395,27835
2018-07-01 00:00:00+00:00,81.34,81.83,77.73,79.95,145195.40481,2018-07-01 23:59:59.999000+00:00,11578099.2779205,23604
2018-07-02 00:00:00+00:00,79.96,87.06,78.11,85.36,171028.13169,2018-07-02 23:59:59.999000+00:00,14148269.2234263,29795
2018-07-03 00:00:00+00:00,85.36,90.0,83.64,85.09,192538.98749,2018-07-03 23:59:59.999000+00:00,16697670.121509,33969
2018-07-04 00:00:00+00:00,84.87,89.01,83.98,85.28,119209.87857,2018-07-04 23:59:59.999000+00:00,10301557.5862838,19372
2018-07-05 00:00:00+00:00,85.23,87.11,81.77,83.33,170561.63319,2018-07-05 23:59:59.999000+00:00,14375938.528664,32553
2018-07-06 00:00:00+00:00,83.26,84.23,80.67,83.1,156241.98721,2018-07-06 23:59:59.999000+00:00,12927067.5168636,30334
2018-07-07 00:00:00+00:00,83.1,85.35,79.4,84.79,161497.86946,2018-07-07 23:59:59.999000+00:00,13194718.2053427,25320
2018-07-08 00:00:00+00:00,84.88,85.7,81.81,82.22,151162.89899,2018-07-08 23:59:59.999000+00:00,12714183.7492641,25706
2018-07-09 00:00:00+00:00,82.26,83.12,79.8,80.46,164942.79095,2018-07-09 23:59:59.999000+00:00,13486143.2798038,26646
2018-07-10 00:00:00+00:00,80.58,80.62,74.25,75.81,211707.97169,2018-07-10 23:59:59.999000+00:00,16301339.7445156,32786
2018-07-11 00:00:00+00:00,75.79,80.98,75.31,78.18,192182.00671,2018-07-11 23:59:59.999000+00:00,14878690.4379341,32131
2018-07-12 00:00:00+00:00,78.18,78.25,74.0,76.79,181966.74235,2018-07-12 23:59:59.999000+00:00,13812292.3279434,26488
2018-07-13 00:00:00+00:00,76.82,78.6,74.96,76.53,167655.26932,2018-07-13 23:59:59.999000+00:00,12912109.6754353,25186
2018-07-14 00:00:00+00:00,76.52,77.5,75.37,76.18,142798.45441,2018-07-14 23:59:59.999000+00:00,10889163.0562266,20093
2018-07-15 00:00:00+00:00,76.19,79.5,75.1,78.54,149955.80081,2018-07-15 23:59:59.999000+00:00,11604880.68028,21757
2018-07-16 00:00:00+00:00,78.54,84.28,77.6,83.49,182917.22074,2018-07-16 23:59:59.999000+00:00,14849320.6163774,27446
2018-07-17 00:00:00+00:00,83.65,90.0,81.3,89.06,204689.47756,2018-07-17 23:59:59.999000+00:00,17424042.8957612,33429
2018-07-18 00:00:00+00:00,88.99,94.41,84.2,86.21,207474.92801,2018-07-18 23:59:59.999000+00:00,18644932.145683,39821
2018-07-19 00:00:00+00:00,86.26,89.0,84.8,86.0,154334.95177,2018-07-19 23:59:59.999000+00:00,13363247.479054,26115
2018-07-20 00:00:00+00:00,86.1,86.69,80.72,81.87,172067.63126,2018-07-20 23:59:59.999000+00:00,14427924.6324704,30362
2018-07-21 00:00:00+00:00,81.84,84.93,79.5,83.44,134142.44869,2018-07-21 23:59:59.999000+00:00,11093940.8247099,24424
2018-07-22 00:00:00+00:00,83.42,84.2,81.78,82.21,137457.8165,2018-07-22 23:59:59.999000+00:00,11406970.0475816,23618
2018-07-23 00:00:00+00:00,82.2,85.96,81.1,81.38,143669.03549,2018-07-23 23:59:59.999000+00:00,12017252.0703626,26538
2018-07-24 00:00:00+00:00,81.43,89.79,80.79,89.12,207891.17573,2018-07-24 23:59:59.999000+00:00,17982460.0146273,40138
2018-07-25 00:00:00+00:00,89.02,90.75,84.81,86.38,164176.79921,2018-07-25 23:59:59.999000+00:00,14305114.7484705,31838
2018-07-26 00:00:00+00:00,86.38,87.9,82.75,83.37,151787.8452,2018-07-26 23:59:59.999000+00:00,13102178.265579,26709
2018-07-27 00:00:00+00:00,83.51,85.12,81.37,84.39,158734.44422,2018-07-27 23:59:59.999000+00:00,13246486.8508777,27141
2018-07-28 00:00:00+00:00,84.39,84.7,82.26,84.07,124974.4699,2018-07-28 23:59:59.999000+00:00,10466944.3885658,20855
2018-07-29 00:00:00+00:00,84.1,85.38,83.22,83.85,119512.7544,2018-07-29 23:59:59.999000+00:00,10028538.8565991,20222
2018-07-30 00:00:00+00:00,83.89,84.62,79.76,82.18,146947.05011,2018-07-30 23:59:59.999000+00:00,12152782.1732837,24268
2018-07-31 00:00:00+00:00,82.16,82.63,76.02,78.69,157911.8041,2018-07-31 23:59:59.999000+00:00,12489474.2961049,28441
2018-08-01 00:00:00+00:00,78.91,79.06,75.78,77.53,139634.79769,2018-08-01 23:59:59.999000+00:00,10805717.3092267,24719
2018-08-02 00:00:00+00:00,77.62,78.46,75.33,76.11,134458.4997,2018-08-02 23:59:59.999000+00:00,10335329.4233413,21776
2018-08-03 00:00:00+00:00,76.16,77.84,74.66,77.7,141502.8987,2018-08-03 23:59:59.999000+00:00,10755649.4894646,23106
2018-08-04 00:00:00+00:00,77.63,78.15,72.1,73.13,148949.16457,2018-08-04 23:59:59.999000+00:00,11228478.3691647,28619
2018-08-05 00:00:00+00:00,73.06,74.73,72.23,74.61,133945.84351,2018-08-05 23:59:59.999000+00:00,9870760.383583,20065
2018-08-06 00:00:00+00:00,74.6,76.7,72.35,73.62,137607.07273,2018-08-06 23:59:59.999000+00:00,10218380.652637,22980
2018-08-07 00:00:00+00:00,73.67,75.24,66.58,67.35,164019.46827,2018-08-07 23:59:59.999000+00:00,11907649.7705943,30383
2018-08-08 00:00:00+00:00,67.32,67.49,60.8,62.13,185720.38797,2018-08-08 23:59:59.999000+00:00,11974283.3683025,36626
2018-08-09 00:00:00+00:00,62.13,64.94,60.0,62.89,179209.22762,2018-08-09 23:59:59.999000+00:00,11263053.9221285,31918
2018-08-10 00:00:00+00:00,62.84,63.14,58.12,59.16,181493.85537,2018-08-10 23:59:59.999000+00:00,11133870.1528231,32750
2018-08-11 00:00:00+00:00,59.16,59.98,55.0,57.6,195460.35141,2018-08-11 23:59:59.999000+00:00,11141417.3558336,34792
2018-08-12 00:00:00+00:00,57.73,61.55,57.02,59.32,173455.18347,2018-08-12 23:59:59.999000+00:00,10331214.5582386,31616
2018-08-13 00:00:00+00:00,59.21,60.61,55.52,56.44,192384.17619,2018-08-13 23:59:59.999000+00:00,11164711.9247184,30972
2018-08-14 00:00:00+00:00,56.5,56.5,49.2,54.24,230722.82945,2018-08-14 23:59:59.999000+00:00,11992181.1969879,36658
2018-08-15 00:00:00+00:00,54.26,59.2,53.7,54.32,232565.44512,2018-08-15 23:59:59.999000+00:00,13029652.1463702,38860
2018-08-16 00:00:00+00:00,54.32,57.58,54.06,55.29,153625.58485,2018-08-16 23:59:59.999000+00:00,8558558.0436344,25903
2018-08-17 00:00:00+00:00,55.32,61.89,54.99,61.75,230326.37031,2018-08-17 23:59:59.999000+00:00,13405002.8651858,33707
2018-08-18 00:00:00+00:00,61.79,62.31,55.12,57.04,205917.54266,2018-08-18 23:59:59.999000+00:00,11969875.7158708,32663
2018-08-19 00:00:00+00:00,57.04,58.98,56.1,57.67,183235.7261,2018-08-19 23:59:59.999000+00:00,10508700.8036626,26191
2018-08-20 00:00:00+00:00,57.79,58.5,53.18,53.39,220297.28735,2018-08-20 23:59:59.999000+00:00,12325875.738144,34559
2018-08-21 00:00:00+00:00,53.39,56.82,53.21,56.42,176189.09409,2018-08-21 23:59:59.999000+00:00,9710200.6576136,25758
2018-08-22 00:00:00+00:00,56.43,59.75,53.82,55.14,243024.91246,2018-08-22 23:59:59.999000+00:00,13791753.7616232,33625
2018-08-23 00:00:00+00:00,55.15,57.89,54.8,57.29,168194.87364,2018-08-23 23:59:59.999000+00:00,9382986.3347497,24402
2018-08-24 00:00:00+00:00,57.3,58.36,55.5,57.82,162850.08326,2018-08-24 23:59:59.999000+00:00,9285143.5188117,23996
2018-08-25 00:00:00+00:00,57.88,58.38,56.93,57.89,141200.40986,2018-08-25 23:59:59.999000+00:00,8154031.6819145,22117
2018-08-26 00:00:00+00:00,57.88,58.08,55.74,56.99,149004.51461,2018-08-26 23:59:59.999000+00:00,8456358.2434211,22088
2018-08-27 00:00:00+00:00,57.05,61.17,56.52,60.61,173547.49618,2018-08-27 23:59:59.999000+00:00,10042122.8798607,27840
2018-08-28 00:00:00+00:00,60.69,63.74,59.65,63.13,213926.35247,2018-08-28 23:59:59.999000+00:00,13093911.4322786,31477
2018-08-29 00:00:00+00:00,63.12,63.4,60.14,61.41,185484.94761,2018-08-29 23:59:59.999000+00:00,11486407.6211692,27827
2018-08-30 00:00:00+00:00,61.52,61.65,58.55,60.23,179589.13646,2018-08-30 23:59:59.999000+00:00,10761861.6166235,24637
2018-08-31 00:00:00+00:00,60.13,62.75,59.55,62.04,176396.73591,2018-08-31 23:59:59.999000+00:00,10744055.1253341,25363
2018-09-01 00:00:00+00:00,62.04,67.93,61.97,66.49,210232.08113,2018-09-01 23:59:59.999000+00:00,13646887.0324832,31806
2018-09-02 00:00:00+00:00,66.45,67.3,64.15,66.21,180336.18966,2018-09-02 23:59:59.999000+00:00,11838318.6165133,26181
2018-09-03 00:00:00+00:00,66.21,66.55,64.21,65.44,162189.69577,2018-09-03 23:59:59.999000+00:00,10569362.8786437,23176
2018-09-04 00:00:00+00:00,65.5,69.45,65.36,67.6,220730.4701,2018-09-04 23:59:59.999000+00:00,14960889.6771891,30974
2018-09-05 00:00:00+00:00,67.63,68.36,57.61,57.82,331321.57394,2018-09-05 23:59:59.999000+00:00,20765379.8883325,39918
2018-09-06 00:00:00+00:00,57.71,57.89,53.96,57.61,251529.33699,2018-09-06 23:59:59.999000+00:00,14014155.38678,35383
2018-09-07 00:00:00+00:00,57.61,58.53,55.0,55.66,193929.61889,2018-09-07 23:59:59.999000+00:00,10983095.9540696,24283
2018-09-08 00:00:00+00:00,55.63,57.22,51.87,53.07,187659.63017,2018-09-08 23:59:59.999000+00:00,10323291.9059615,25339
2018-09-09 00:00:00+00:00,53.09,56.72,52.2,54.74,208940.08803,2018-09-09 23:59:59.999000+00:00,11413319.2266282,26757
2018-09-10 00:00:00+00:00,54.79,56.59,53.03,54.34,226840.05414,2018-09-10 23:59:59.999000+00:00,12366211.0596521,25005
2018-09-11 00:00:00+00:00,54.34,54.75,49.74,52.04,239830.95074,2018-09-11 23:59:59.999000+00:00,12670927.0607934,27815
2018-09-12 00:00:00+00:00,52.01,52.14,47.21,51.69,276375.64336,2018-09-12 23:59:59.999000+00:00,13756255.4351725,33227
2018-09-13 00:00:00+00:00,51.69,55.49,51.66,54.44,232884.22924,2018-09-13 23:59:59.999000+00:00,12514995.482319,31920
2018-09-14 00:00:00+00:00,54.49,59.0,52.83,56.24,279002.97525,2018-09-14 23:59:59.999000+00:00,15505362.5990428,35117
2018-09-15 00:00:00+00:00,56.21,58.73,55.61,56.22,236098.10118,2018-09-15 23:59:59.999000+00:00,13554456.1074499,29668
2018-09-16 00:00:00+00:00,56.22,57.55,54.35,56.75,193175.78497,2018-09-16 23:59:59.999000+00:00,10857782.7359343,25939
2018-09-17 00:00:00+00:00,56.75,57.85,51.37,52.07,256476.30399,2018-09-17 23:59:59.999000+00:00,14029350.8701683,33189
2018-09-18 00:00:00+00:00,52.06,55.52,50.41,53.96,224751.4303,2018-09-18 23:59:59.999000+00:00,11874091.7786288,28317
2018-09-19 00:00:00+00:00,53.93,55.28,51.62,54.27,228844.25202,2018-09-19 23:59:59.999000+00:00,12289753.5187398,28999
2018-09-20 00:00:00+00:00,54.33,57.42,53.28,56.53,194009.04757,2018-09-20 23:59:59.999000+00:00,10587308.0472446,25789
2018-09-21 00:00:00+00:00,56.52,62.73,56.33,60.83,323523.44211,2018-09-21 23:59:59.999000+00:00,18976330.1438477,38341
2018-09-22 00:00:00+00:00,60.82,61.9,58.0,60.65,210861.69481,2018-09-22 23:59:59.999000+00:00,12631718.4569846,22825
2018-09-23 00:00:00+00:00,60.58,63.82,59.86,61.38,244808.34389,2018-09-23 23:59:59.999000+00:00,15089323.8147346,30583
2018-09-24 00:00:00+00:00,61.36,61.56,57.02,58.01,231626.38896,2018-09-24 23:59:59.999000+00:00,13624552.6226588,32015
2018-09-25 00:00:00+00:00,58.03,58.16,54.25,57.61,279946.32153,2018-09-25 23:59:59.999000+00:00,15753483.0913105,38270
2018-09-26 00:00:00+00:00,57.57,59.85,56.4,57.18,226177.44005,2018-09-26 23:59:59.999000+00:00,13066635.7611178,33400
2018-09-27 00:00:00+00:00,57.25,65.67,56.58,63.28,496070.9006,2018-09-27 23:59:59.999000+00:00,30665922.1148864,60691
2018-09-28 00:00:00+00:00,63.25,65.0,60.14,61.95,306042.00886,2018-09-28 23:59:59.999000+00:00,19128678.5769378,45382
2018-09-29 00:00:00+00:00,61.95,62.34,58.95,61.61,206352.47293,2018-09-29 23:59:59.999000+00:00,12577562.1807731,32303
2018-09-30 00:00:00+00:00,61.61,63.0,59.81,61.21,224746.26092,2018-09-30 23:59:59.999000+00:00,13734703.9417407,34061
2018-10-01 00:00:00+00:00,61.19,62.09,59.51,60.45,189136.61486,2018-10-01 23:59:59.999000+00:00,11484878.1829783,30170
2018-10-02 00:00:00+00:00,60.47,61.8,59.02,59.46,190207.92017,2018-10-02 23:59:59.999000+00:00,11489099.1894847,30810
2018-10-03 00:00:00+00:00,59.42,59.66,56.67,57.56,199293.42312,2018-10-03 23:59:59.999000+00:00,11515193.8373846,31990
2018-10-04 00:00:00+00:00,57.6,59.4,57.39,58.42,164171.36993,2018-10-04 23:59:59.999000+00:00,9643908.9132993,25674
2018-10-05 00:00:00+00:00,58.43,59.85,57.65,58.93,152016.10897,2018-10-05 23:59:59.999000+00:00,8865509.4448689,24513
2018-10-06 00:00:00+00:00,58.88,59.17,56.92,57.96,146487.74108,2018-10-06 23:59:59.999000+00:00,8512401.7290898,22714
2018-10-07 00:00:00+00:00,57.98,58.64,56.88,58.33,137742.58904,2018-10-07 23:59:59.999000+00:00,7971910.2958602,20596
2018-10-08 00:00:00+00:00,58.32,60.26,57.63,59.66,178247.28353,2018-10-08 23:59:59.999000+00:00,10499302.7273968,28219
2018-10-09 00:00:00+00:00,59.65,59.84,58.29,59.03,156778.85225,2018-10-09 23:59:59.999000+00:00,9264677.0282078,24224
2018-10-10 00:00:00+00:00,59.02,59.18,57.37,58.46,156144.05481,2018-10-10 23:59:59.999000+00:00,9074909.8197375,25310
2018-10-11 00:00:00+00:00,58.43,58.66,50.62,51.36,269784.69405,2018-10-11 23:59:59.999000+00:00,14307677.1493092,45082
2018-10-12 00:00:00+00:00,51.31,54.26,50.87,53.74,204719.86413,2018-10-12 23:59:59.999000+00:00,10863354.9131566,32504
2018-10-13 00:00:00+00:00,53.7,54.88,53.2,54.05,162360.69862,2018-10-13 23:59:59.999000+00:00,8771145.0818299,26521
2018-10-14 00:00:00+00:00,54.06,54.44,52.11,52.61,173244.35474,2018-10-14 23:59:59.999000+00:00,9306172.1147422,23382
2018-10-15 00:00:00+00:00,52.61,61.86,52.17,56.16,380967.73216,2018-10-15 23:59:59.999000+00:00,21747320.2475761,55710
2018-10-16 00:00:00+00:00,56.15,57.34,54.71,55.54,178767.67022,2018-10-16 23:59:59.999000+00:00,9988474.0004034,30371
2018-10-17 00:00:00+00:00,55.54,55.72,54.32,55.27,189501.34735,2018-10-17 23:59:59.999000+00:00,10451967.889007,27111
2018-10-18 00:00:00+00:00,55.31,55.85,53.0,53.53,163778.72064,2018-10-18 23:59:59.999000+00:00,8907285.9636503,27830
2018-10-19 00:00:00+00:00,53.53,54.74,53.31,53.71,131153.05917,2018-10-19 23:59:59.999000+00:00,7061519.0366258,20309
2018-10-20 00:00:00+00:00,53.68,54.65,53.28,54.28,134248.62479,2018-10-20 23:59:59.999000+00:00,7246667.2003764,21756
2018-10-21 00:00:00+00:00,54.27,54.9,53.44,53.61,139868.39748,2018-10-21 23:59:59.999000+00:00,7580763.3297482,22779
2018-10-22 00:00:00+00:00,53.62,54.16,52.67,53.12,113096.19471,2018-10-22 23:59:59.999000+00:00,6044482.1308859,19979
2018-10-23 00:00:00+00:00,53.12,53.97,52.53,53.33,56502.9476,2018-10-23 23:59:59.999000+00:00,3006380.2184277,12357
2018-10-24 00:00:00+00:00,53.34,53.92,53.0,53.11,50279.98528,2018-10-24 23:59:59.999000+00:00,2684802.8934149,12265
2018-10-25 00:00:00+00:00,53.12,53.27,52.52,52.84,43215.95472,2018-10-25 23:59:59.999000+00:00,2287144.4417594,9598
2018-10-26 00:00:00+00:00,52.81,53.55,52.23,52.56,49669.65386,2018-10-26 23:59:59.999000+00:00,2623371.2515115,11080
2018-10-27 00:00:00+00:00,52.6,53.08,51.72,52.25,39585.13085,2018-10-27 23:59:59.999000+00:00,2075854.6261564,9146
2018-10-28 00:00:00+00:00,52.25,52.66,51.7,52.07,35288.39702,2018-10-28 23:59:59.999000+00:00,1838724.3862475,8456
2018-10-29 00:00:00+00:00,52.1,52.26,48.17,49.21,93056.55633,2018-10-29 23:59:59.999000+00:00,4660386.8668885,19806
